ATLASNUM,DATECH,DATE_,OBSERVER,OBSMODE,COUNTY,CONUM,LONGDM,LATDM,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK,LONGDEC,LATDEC,LONGALB,LATALB,lon,lat
611311,05/19/1999,1999-05-19T04:00:00.000Z,KB,Aerial,Pasco,51,82 11.14,28 11.93,26S,21E,26,84,90,Yes,Active,Unknown,Unknown,Shrub,Closed,Inland,No,50-250,High,High,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-82.185667,28.198833,577750.71,467184.96,-82.1856669931095,28.198833036074642
611312,05/20/1999,1999-05-20T04:00:00.000Z,RF,Aerial,Pasco,51,82 10.87,28 17.29,25S,21E,26,84,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,No,<50,High,Medium,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-82.181167,28.288167,578045.22,477111.52,-82.18116695826536,28.288166987542542
611313,05/20/1999,1999-05-20T04:00:00.000Z,RF,Aerial,Pasco,51,82 13.22,28 19.23,25S,21E,09,84,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,Yes,500-1000,High,High,0,1,10,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,-82.220333,28.3205,574159.71,480646.01,-82.22033302998459,28.320500006660804
611314,05/20/1999,1999-05-20T04:00:00.000Z,RF,Aerial,Pasco,51,82 26.54,28 16.54,25S,19E,30,83,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,No,250-500,High,Medium,0,0,0,0,0,1,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,-82.442333,28.275667,552498.73,475373.41,-82.44233304639337,28.27566697050636
612001,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Volusia,64,80 45.51,28 47.94,19S,36E,31,81,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,50-250,High,High,0,60,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.7585,28.799,715793.7,536680.04,-80.75850000330848,28.79900002839715
612002,06/24/1999,1999-06-24T04:00:00.000Z,JR,Ground,Brevard,05,80 39.00,28 18.00,25S,37E,20,88,70,No,Active,Active,Active,NR,NR,Coastal,Yes,500-1000,High,High,20,20,0,1,0,10,10,1,10,1,0,0,1,0,30,0,0,0,0,0,0,0,-80.65,28.3,727866.72,481566.33,-80.65000000939548,28.29999999525553
612004,03/16/1999,1999-03-16T04:00:00.000Z,JS,Aerial,Brevard,05,80 46.20,28 43.61,20S,35E,25,81,70,No,Active,Active,Active,Shrub,Open,Coastal,Yes,500-1000,Medium,High,60,20,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.77,28.726833,714883.5,528639.01,-80.77000002151676,28.726832961795523
612007,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 42.00,28 35.00,22S,36E,15,82,70,No,Active,Inactive,Active,Tree,Closed,Coastal,Yes,250-500,High,High,0,30,0,1,0,0,20,1,1,0,40,0,0,0,10,0,0,0,0,0,0,0,-80.7,28.583333,722132.41,512889.06,-80.69999999680402,28.583333012683564
612009,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 43.03,28 35.55,22S,36E,09,82,70,No,Active,Inactive,Active,Tree,Open,Coastal,Yes,50-250,High,High,0,40,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.717167,28.5925,720429.94,513862.01,-80.717166956545,28.592499954344298
612021,06/09/1999,1999-06-09T04:00:00.000Z,JR,Ground,Lake,35,81 40.51,28 34.16,22S,26E,14,79,70,No,Active,Active,Active,Shrub,Open,Inland,Yes,1000-3000,High,High,0,1,10,10,0,10,10,20,10,0,10,0,0,0,10,10,0,0,0,0,0,0,-81.675167,28.569333,626983.58,509163.46,-81.675166966929,28.56933294309214
612025,05/06/1999,1999-05-06T04:00:00.000Z,JS,Aerial,Lake,35,81 49.62,28 54.54,18S,25E,20,79,70,No,Active,Inactive,Active,Shrub,Closed,Inland,Yes,50-250,High,High,0,0,10,1,0,20,0,0,0,0,40,0,0,0,20,0,0,0,0,0,10,0,-81.827,28.909,611496.37,546608.42,-81.82700005415809,28.908999977102493
612026,05/06/1999,1999-05-06T04:00:00.000Z,JS,Aerial,Lake,35,81 53.03,28 50.69,19S,24E,11,78,70,No,Active,Active,Active,Shrub,Open,Inland,Yes,250-500,Medium,High,0,0,20,0,0,0,0,0,0,0,20,0,0,0,60,0,0,0,0,0,0,0,-81.883833,28.844833,606087.69,539387.45,-81.88383302877152,28.844832964729246
612028,03/16/1999,1999-03-16T04:00:00.000Z,JS,Aerial,Lake,35,81 45.55,28 42.98,20S,25E,25,79,70,No,Active,Active,Active,Shrub,Open,Inland,Yes,<50,High,High,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.759167,28.716333,618486.57,525334,-81.75916703365309,28.7163329979527
612035,04/27/1999,1999-04-27T04:00:00.000Z,JD,Aerial,Orange,48,81 34.96,28 35.02,22S,27E,11,79,70,No,Active,Active,Active,Tree,Closed,Inland,Yes,50-250,High,Medium,0,0,0,10,0,0,0,0,0,0,10,0,0,0,80,0,0,0,0,0,0,0,-81.582667,28.583667,635982.42,510928.68,-81.58266698313894,28.583666993932194
612037,05/19/1999,1999-05-19T04:00:00.000Z,RF,Aerial,Orange,48,81 10.99,28 22.69,24S,31E,26,86,70,No,Active,Active,Active,Shrub,Closed,Inland,Yes,500-1000,Medium,Medium,0,0,0,0,0,10,1,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0,-81.183167,28.378167,675496.97,488940.25,-81.18316699102361,28.37816698796054
612100,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Brevard,05,80 47.34,28 01.26,28S,35E,26,87,80,No,Active,Active,Unknown,Shrub,Open,Inland,Yes,250-500,High,High,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,-80.789,28.021,715072.56,450230.18,-80.7890000380394,28.021000041101164
612110,04/28/1999,1999-04-28T04:00:00.000Z,JS,Aerial,Seminole,59,81 13.31,28 43.47,20S,31E,28,80,80,No,Active,Active,Unknown,Shrub,Open,Inland,Yes,250-500,High,Medium,0,0,0,10,0,40,0,0,0,0,10,0,0,0,40,0,0,0,0,0,0,0,-81.221833,28.7245,670849.48,527306.92,-81.22183304333633,28.7245000356676
612112,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 47.78,28 42.25,20S,35E,Key,81,80,No,Active,Active,Unknown,Tree,Open,Coastal,Yes,250-500,High,High,30,0,0,10,0,20,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,-80.796333,28.704167,712382.34,526055.75,-80.79633298873303,28.704167015218342
612124,05/19/1999,1999-05-19T04:00:00.000Z,RF,Aerial,Orange,48,80 56.38,28 26.93,23S,34E,29,87,80,No,Active,Active,Unknown,Shrub,Closed,Inland,Yes,50-250,High,Medium,0,0,1,0,0,40,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,-80.939667,28.448833,699112.75,497353.27,-80.93966704100403,28.44883295910186
612149,05/18/1999,1999-05-18T04:00:00.000Z,KB,Aerial,Polk,53,81 50.93,28 06.30,27S,25E,30,85,80,No,Active,Active,Unknown,Tree,Closed,Inland,No,500-1000,High,Medium,0,0,30,1,0,10,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,-81.848833,28.105,610929.12,457296.37,-81.84883300129039,28.105000019567406
612150,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 39.17,28 16.64,25S,37E,Key,88,80,No,Active,Active,Unknown,Tree,Closed,Coastal,Yes,500-1000,High,Medium,20,20,0,1,0,1,10,10,0,0,30,0,0,0,10,0,0,0,0,0,0,0,-80.652833,28.277333,727657.84,479042.4,-80.65283301444099,28.2773329716958
612301,04/14/1999,1999-04-14T04:00:00.000Z,JS,Aerial,Brevard,05,80 39.32,28 16.41,25S,37E,Key,88,90,Yes,Active,Unknown,Unknown,Shrub,Open,Coastal,Yes,250-500,Medium,High,60,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.655333,28.2735,727424.72,478610.24,-80.65533297610928,28.27350002420661
612302,04/27/1999,1999-04-27T04:00:00.000Z,JD,Aerial,Lake,35,81 53.27,28 30.05,23S,24E,11,78,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,Yes,50-250,High,High,0,0,0,20,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,-81.887833,28.500833,606352.5,501183.7,-81.8878329627214,28.50083297004543
612303,04/27/1999,1999-04-27T04:00:00.000Z,JD,Aerial,Seminole,59,81 07.69,28 39.39,21S,32E,16,80,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,Yes,50-250,High,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,-81.128167,28.6565,680155.41,519966.47,-81.12816703850804,28.656499970401086
612305,04/28/1999,1999-04-28T04:00:00.000Z,JS,Aerial,Seminole,59,81 17.46,28 42.83,20S,30E,38,80,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,No,<50,High,High,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.291,28.713833,664133.36,525972.56,-81.29100004090931,28.713832979593516
612306,04/28/1999,1999-04-28T04:00:00.000Z,JS,Aerial,Lake,35,81 47.03,28 43.51,20S,25E,23,79,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,Yes,<50,High,Medium,0,0,0,10,0,10,0,10,0,0,0,0,0,0,70,0,0,0,0,0,0,0,-81.783833,28.725167,616064.21,526271.43,-81.78383299596253,28.72516700106336
612307,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 37.86,28 27.90,23S,37E,Key,88,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,<50,High,High,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.631,28.465,729225.24,499934.51,-80.63099995196033,28.465000009838043
612308,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 36.32,28 29.21,23S,37E,Key,88,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,<50,High,High,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.605333,28.486833,731666.09,502427.07,-80.60533304149538,28.486832999325173
612309,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 37.21,28 29.26,23S,37E,Key,88,90,Yes,Active,Unknown,Unknown,Tree,Closed,Coastal,Yes,50-250,High,Medium,0,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-80.620167,28.487667,730214.61,502479.84,-80.62016695661372,28.487666952347123
612310,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 37.08,28 29.60,23S,37E,Key,88,90,Yes,Active,Unknown,Unknown,Tree,Closed,Coastal,Yes,500-1000,High,Medium,0,0,0,0,0,10,10,10,10,0,20,0,0,0,30,0,10,0,0,0,0,0,-80.618,28.493333,730409.02,503114.66,-80.61799995544884,28.493333023867354
612311,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 36.54,28 31.84,22S,37E,34,82,90,Yes,Active,Unknown,Unknown,Tree,Closed,Coastal,Yes,500-1000,High,Medium,0,20,0,0,0,20,0,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,-80.609,28.530667,731174.06,507283.4,-80.60900002746564,28.530666954149766
612312,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 35.98,28 34.09,22S,37E,22,82,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,<50,High,High,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.599667,28.568167,731970.49,511471.51,-80.59966705290341,28.568166982425275
612313,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 36.35,28 30.87,23S,37E,Key,82,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,50-250,High,High,30,30,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.605833,28.5145,731532.69,505497.15,-80.60583303170317,28.51449998820569
612314,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 35.92,28 30.72,23S,37E,Key,82,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,<50,High,High,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.598667,28.512,732240.13,505238.9,-80.59866699027249,28.51199996546701
612315,05/06/1999,1999-05-06T04:00:00.000Z,JS,Aerial,Volusia,64,81 18.55,28 50.28,19S,30E,15,80,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,No,<50,High,High,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.309167,28.838,662061.46,539719.61,-81.30916697276187,28.838000010885587
612316,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 55.90,28 00.23,28S,24E,32,84,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,Yes,250-500,Medium,High,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,90,0,0,0,0,-81.931667,28.003833,602996.18,445923.8,-81.93166703808132,28.00383301375181
612317,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 52.95,28 03.10,28S,24E,14,84,90,Yes,Active,Unknown,Unknown,Tree,Closed,Inland,No,50-250,High,High,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.8825,28.051667,607729.99,451317.15,-81.88249996064575,28.05166699520046
612318,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 37.60,28 06.01,27S,27E,29,85,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,No,50-250,High,Medium,0,0,10,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,-81.626667,28.100167,632721.01,457159.37,-81.62666695715392,28.10016700811558
612319,05/19/1999,1999-05-19T04:00:00.000Z,RF,Aerial,Osceola,49,80 55.57,28 17.07,25S,34E,28,87,90,Yes,Active,Unknown,Unknown,Shrub,Closed,Inland,No,>3000,High,Medium,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-80.926167,28.2845,700886.83,479141.47,-80.92616696644944,28.28449997740925
612320,06/08/1999,1999-06-08T04:00:00.000Z,JR,Ground,Orange,48,81 14.00,28 34.00,22S,31E,20,80,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,No,250-500,High,High,0,0,30,10,0,10,0,10,0,0,0,0,0,0,0,0,0,40,0,0,0,0,-81.233333,28.566667,670121.74,509758.01,-81.23333298903923,28.56666694954414
615001,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Charlotte,08,82 13.45,26 48.16,42S,21E,20,104,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,50-250,High,High,10,50,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.224167,26.802667,576211.68,312110.78,-82.22416699988018,26.80266698226322
615002,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Charlotte,08,82 14.96,26 59.99,40S,21E,18,104,70,No,Active,Inactive,Active,Shrub,Open,Inland,Yes,<50,High,High,30,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.249333,26.999833,573403.93,333963.12,-82.24933296865929,26.999832970303885
615003,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Charlotte,08,82 15.78,26 49.60,42S,20E,13,103,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,50-250,High,High,40,0,0,10,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-82.263,26.826667,572321.1,314720.12,-82.26300000433233,26.8266669706359
615007,04/23/1999,1999-04-23T04:00:00.000Z,JR,Ground,Hillsborough,29,82 25.00,27 50.92,30S,19E,Key,91,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,>3000,High,High,10,10,0,1,0,10,10,10,10,1,10,0,1,1,20,10,1,0,0,0,0,0,-82.416667,27.848667,555620.21,427988.54,-82.41666697560672,27.848667028443657
615012,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Lee,36,82 11.58,26 40.61,44S,21E,03,104,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,500-1000,High,High,80,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.193,26.676833,579508.79,298187.54,-82.19299996211711,26.676833005307785
615013,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Lee,36,82 07.67,26 35.20,45S,22E,05,104,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,<50,High,High,0,0,0,60,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,-82.127833,26.586667,586134,288275.85,-82.1278329530249,26.586666962693755
615015,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Lee,36,82 02.00,26 30.75,45S,23E,Key,104,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,50-250,High,High,60,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.033333,26.5125,595659.87,280190.13,-82.03333296094719,26.512499962870823
615016,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Lee,36,82 09.09,26 36.06,44S,22E,31,104,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,500-1000,High,High,90,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.1515,26.601,583757.31,289831.27,-82.15149999527068,26.60100001636668
615020,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Lee,36,82 04.30,26 33.50,45S,22E,13,104,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,50-250,High,High,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.071667,26.558333,591766.85,285217,-82.07166697619733,26.558333019137752
615022,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Lee,36,82 13.54,26 40.05,44S,21E,17,104,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,1000-3000,High,High,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.225667,26.6675,576278.75,297104.44,-82.22566704499776,26.667500030957378
615023,05/08/1999,1999-05-08T04:00:00.000Z,JR,Ground,Manatee,41,82 40.96,27 27.65,35S,16E,10,96,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,250-500,High,High,20,20,0,1,0,10,20,10,1,1,20,0,1,1,1,0,0,0,0,0,0,0,-82.682667,27.460833,529937.19,384614.62,-82.6826669583169,27.460832997607387
615027,05/14/1999,1999-05-14T04:00:00.000Z,JR,Ground,Manatee,41,82 36.00,27 33.00,34S,17E,04,91,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,1000-3000,High,High,10,10,1,1,0,10,10,10,10,1,20,0,1,1,10,10,1,0,0,0,0,0,-82.6,27.55,537978.42,394605.5,-82.60000001250502,27.55000001003441
615029,05/06/1999,1999-05-06T04:00:00.000Z,KB,Aerial,Pinellas,52,82 50.46,27 53.99,30S,15E,06,90,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,500-1000,Low,Low,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.841,27.899833,513862.06,433206.72,-82.84100005217049,27.899832955870263
615030,05/10/1999,1999-05-10T04:00:00.000Z,JR,Ground,Pinellas,52,82 45.83,27 48.11,31S,15E,11,90,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,250-500,High,High,30,0,0,20,0,30,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-82.763833,27.801833,521551.93,422397.65,-82.7638329789612,27.801833018454293
615031,04/29/1999,1999-04-29T04:00:00.000Z,RF,Aerial,Pinellas,52,82 41.00,27 40.00,32S,16E,27,90,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,1000-3000,Medium,High,60,10,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-82.683333,27.666667,529627.45,407470.04,-82.68333294634813,27.666666999968218
615034,04/29/1999,1999-04-29T04:00:00.000Z,RF,Aerial,Polk,53,82 01.08,27 41.68,32S,23E,16,92,70,No,Active,Inactive,Active,Shrub,Open,Inland,No,<50,High,High,0,0,1,99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-82.018,27.694667,595075.61,411455.14,-82.0179999875948,27.694666964262264
615040,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Sarasota,58,82 16.60,27 01.96,40S,20E,02,97,70,No,Active,Active,Active,Shrub,Open,Inland,Yes,50-250,High,High,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,-82.276667,27.032667,570645.72,337570.18,-82.27666700421264,27.032667030934554
615041,03/23/1999,1999-03-23T04:00:00.000Z,JD,Aerial,Sarasota,58,82 30.18,27 12.57,38S,18E,04,97,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,<50,High,Medium,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.503,27.2095,547996.89,356910.54,-82.50300001574388,27.209500015796927
615102,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Lee,36,82 04.52,26 27.47,46S,22E,14,110,80,No,Active,Active,Unknown,Tree,Open,Coastal,Yes,50-250,High,High,50,30,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.075333,26.457833,591576.42,274056.77,-82.0753329780008,26.457833021399793
615104,05/06/1999,1999-05-06T04:00:00.000Z,RF,Aerial,Hillsborough,29,82 09.85,27 55.29,29S,21E,36,92,80,No,Active,Active,Unknown,Shrub,Closed,Inland,No,250-500,High,Medium,0,10,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,-82.164167,27.9215,580315.42,436420.09,-82.16416702513703,27.921499954835127
615105,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Hillsborough,29,82 06.29,27 52.54,30S,22E,16,92,80,No,Active,Active,Unknown,Tree,Open,Inland,Yes,50-250,High,Low,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,10,10,0,-82.104833,27.875667,586220.98,431418.91,-82.10483295698316,27.875666986192428
616034,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,Polk,53,81 25.00,27 41.00,32S,29E,21,94,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.416667,27.683333,654279.69,411292.33,-81.41666703015382,27.68333298601711
616035,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,81 57.00,27 45.00,31S,24E,30,92,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.95,27.75,601665.66,417708.52,-81.95000000410494,27.750000024663127
616036,05/06/1999,1999-05-06T04:00:00.000Z,RF,Aerial,Polk,53,81 49.00,27 57.00,29S,25E,21,93,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.816667,27.95,614387.54,440140.87,-81.8166669658345,27.94999996559713
616037,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,Polk,53,81 25.22,27 54.58,30S,29E,04,94,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.420333,27.909667,653393.13,436414.26,-81.42033295789349,27.90966696186456
616039,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Polk,53,81 57.00,27 54.50,30S,24E,06,92,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.95,27.908333,601373.36,435289.47,-81.9500000573519,27.908332972607692
616040,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Polk,53,81 51.00,27 51.00,30S,25E,19,93,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.85,27.85,611308.42,428979.63,-81.85000004181538,27.850000008413904
616042,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,81 49.00,27 42.00,32S,25E,16,93,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.816667,27.7,614879.07,412381.96,-81.81666700679645,27.700000035328344
616043,04/27/1999,1999-04-27T04:00:00.000Z,KB,Aerial,St. Lucie,56,80 35.00,27 24.90,35S,37E,24,102,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.583333,27.415,737112.54,383501.54,-80.58333302852601,27.414999955371943
616045,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,St. Lucie,56,80 32.00,27 31.00,34S,38E,16,96,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.533333,27.516667,741727.27,394924.42,-80.53333298965339,27.516666998511525
616048,04/27/1999,1999-04-27T04:00:00.000Z,KB,Aerial,St. Lucie,56,80 28.00,27 25.00,35S,39E,19,102,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.466667,27.416667,748615.23,384010.96,-80.46666703966179,27.41666699350765
616049,04/27/1999,1999-04-27T04:00:00.000Z,KB,Aerial,St. Lucie,56,80 38.00,27 22.00,36S,37E,09,102,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.633333,27.366667,732326.93,378000.81,-80.63333304680697,27.36666704232971
616050,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,St. Lucie,56,80 20.00,27 33.00,34S,40E,04,97,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.333333,27.55,761326.6,399194.54,-80.33333304251659,27.55000001824113
616102,03/25/1999,1999-03-25T04:00:00.000Z,JS,Aerial,Indian River,31,80 28.00,27 51.00,30S,39E,30,96,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.466667,27.85,747236.6,432112.52,-80.46666700646166,27.849999975548506
616103,04/27/1999,1999-04-27T04:00:00.000Z,KB,Aerial,St. Lucie,56,80 34.20,27 24.90,35S,38E,19,102,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.57,27.415,738427.73,383538.06,-80.57000003641349,27.41499995166316
