ATLASNUM,DATECH,DATE_,OBSERVER,OBSMODE,COUNTY,CONUM,LONGDM,LATDM,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK,LONGDEC,LATDEC,LONGALB,LATALB,lon,lat
619194,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 37.50,26 00.00,51S,37E,22,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.625,26,737301.08,226364.73,-80.62499996697228,25.999999973502522
619195,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Broward,06,80 34.25,26 09.00,49S,38E,29,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.570833,26.15,742250.35,243153.97,-80.5708330249677,26.150000018117673
619196,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Broward,06,80 32.00,26 09.00,49S,38E,27,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.533333,26.15,745992.08,243258.61,-80.53333304280902,26.149999955803935
619197,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Broward,06,80 32.00,26 10.00,49S,38E,22,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.533333,26.166667,745940.09,245107.61,-80.53333301252941,26.166666985260143
619198,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 24.00,26 35.00,45S,29E,11,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.4,26.583333,658494.96,289217.97,-81.39999998493923,26.583332995503564
619199,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 29.40,26 06.80,50S,39E,07,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.49,26.113333,750431.6,239313.32,-80.49000003192715,26.113333018706367
619200,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 21.90,26 30.70,45S,40E,32,109,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.365,26.511667,761604.75,283867.39,-80.36499995699168,26.511666996826598
619201,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 22.80,26 28.90,46S,40E,06,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.38,26.481667,760210.74,280494.83,-80.38000000106192,26.481666974514308
619202,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 16.00,26 28.00,46S,41E,16,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.266667,26.466667,771535.03,279166.8,-80.26666701399031,26.466666985383526
619203,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 21.50,26 26.80,46S,40E,21,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.358333,26.446667,762480.82,276674.96,-80.3583330156241,26.446666988852687
619204,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 14.30,26 28.00,46S,41E,15,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.238333,26.466667,774353.91,279252.49,-80.23833300608472,26.466666974338693
619207,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 15.00,26 27.90,46S,41E,15,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.25,26.465,773198.82,279032.18,-80.24999997994533,26.465000024450056
619209,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 22.00,26 26.00,46S,40E,29,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.366667,26.433333,761695.12,275171.06,-80.36666701368476,26.433332985468034
619210,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 17.50,26 25.20,46S,41E,31,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.291667,26.42,769203.58,273914.03,-80.29166696868563,26.419999967907916
619211,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 14.90,26 24.50,47S,41E,03,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.248333,26.408333,773556,272750.12,-80.2483330206251,26.40833302778862
619212,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 18.50,26 23.50,47S,40E,12,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.308333,26.391667,767638.93,270720.76,-80.30833302185287,26.391667021632436
619225,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Collier,11,81 45.28,26 02.04,51S,25E,13,111,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.754667,26.034,624347.88,227564.2,-81.7546669903055,26.033999990863006
620002,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 49.00,25 07.00,61S,35E,16,121,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.816667,25.116667,720679.38,127897.39,-80.8166669926606,25.116666981398385
620003,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 55.31,25 05.91,61S,34E,29,121,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.921833,25.0985,710137.79,125614.5,-80.92183303547102,25.09849999686077
620005,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 34.00,25 00.00,62S,38E,Key,122,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.566667,25,746217.49,115641.37,-80.56666703909445,25.000000001268305
620007,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 17.11,25 37.30,55S,40E,25,119,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.285167,25.621667,772518.93,185382.15,-80.28516701477871,25.6216669904615
620008,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Dade,13,80 51.70,25 15.60,59S,34E,25,121,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.861667,25.26,715742.71,143671.51,-80.86166696435302,25.25999999325153
620009,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 54.57,25 06.39,61S,34E,21,121,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.9095,25.1065,711357.9,126532.42,-80.90950002681558,25.106499973370404
620010,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 10.00,25 57.00,52S,42E,05,119,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.166667,25.95,783265.94,222157.78,-80.16666696855535,25.949999941635635
620011,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Monroe,44,80 53.10,25 19.00,59S,34E,02,121,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.885,25.316667,713236.97,149894.85,-80.88499999019598,25.316667008763268
620012,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 31.00,25 08.00,61S,38E,Key,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.516667,25.133333,750840.59,130561.69,-80.5166669583886,25.133332997862755
620014,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 53.00,25 07.00,61S,34E,14,121,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.883333,25.116667,713965.09,127725.84,-80.88333302693813,25.11666697649908
620015,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 28.00,25 08.00,61S,39E,18,122,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.466667,25.133333,755875.21,130704.96,-80.46666696301979,25.13333295057924
620017,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 35.13,25 03.53,62S,37E,Key,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.5855,25.058833,744138.25,122109.69,-80.5855000006263,25.058833003989896
620020,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Dade,13,80 18.10,25 24.10,58S,40E,11,123,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.301667,25.401667,771596.64,160938.88,-80.3016669683704,25.40166695060024
620023,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Collier,11,80 58.00,25 50.00,53S,34E,30,117,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.966667,25.833333,703616.66,206989.1,-80.9666670389696,25.83333303201827
620024,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Dade,13,80 37.00,25 27.00,57S,37E,22,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.616667,25.45,739807.68,165389.24,-80.61666704539176,25.45000001200452
620025,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 51.00,25 42.00,55S,35E,08,117,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.85,25.7,715669.62,192493.18,-80.85000001553644,25.699999956776846
620026,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Dade,13,80 44.00,25 23.00,58S,36E,28,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.733333,25.383333,728288.9,157681.12,-80.73333301974367,25.383332970289345
620027,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Dade,13,80 34.00,25 30.00,57S,38E,06,118,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.566667,25.5,744673.78,171072.2,-80.56666703078372,25.49999995354004
620028,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 29.00,25 50.00,53S,38E,13,118,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.483333,25.833333,751983,208273.92,-80.48333301288226,25.833333030391177
620029,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 36.00,25 54.00,52S,37E,19,118,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.6,25.9,740104.89,215340.97,-80.59999996746778,25.900000012559413
620030,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Dade,13,80 36.00,25 55.00,52S,37E,13,118,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.6,25.916667,740053.9,217189.68,-80.6000000066098,25.916666943911494
620031,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Dade,13,80 51.00,25 58.00,52S,35E,05,117,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.85,25.966667,714913.88,222072.09,-80.8500000080891,25.966667005403988
620032,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Dade,13,80 37.00,25 36.00,55S,37E,34,118,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.616667,25.6,739351.21,182022.6,-80.61666697241158,25.599999999398893
620033,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Dade,13,80 36.00,25 25.00,58S,37E,02,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.6,25.416667,741583.15,161739.31,-80.60000004301727,25.41666702505766
620034,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Dade,13,80 28.00,25 56.00,52S,39E,08,118,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.466667,25.933333,753332.75,219413.14,-80.46666702949724,25.933332947871243
620036,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Dade,13,80 28.00,25 56.75,52S,39E,05,118,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.466667,25.945833,753293.01,220799.64,-80.4666670403264,25.945832967678104
620037,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,80 55.00,25 56.00,52S,34E,22,117,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.916667,25.933333,708342.88,218205.85,-80.91666705453568,25.933333014164194
620040,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Dade,13,80 43.00,25 35.00,56S,36E,22,118,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.716667,25.583333,729372.75,179903.14,-80.71666700649722,25.583332952201914
620041,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 41.60,25 36.60,56S,36E,12,118,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.693333,25.61,731633.66,182922.99,-80.69333301843767,25.60999999328293
620042,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Dade,13,80 36.00,25 23.00,58S,37E,14,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.6,25.383333,741685.09,158043.32,-80.59999995999253,25.38333295435892
620044,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 51.00,25 07.00,61S,35E,Key,121,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.85,25.116667,717322.25,127811.16,-80.84999998255591,25.116666979231294
620045,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 37.00,25 00.00,62S,37E,Key,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.616667,25,741176.77,115502.01,-80.61666695612163,24.99999999743364
620046,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 50.00,25 06.00,61S,35E,Key,121,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.833333,25.1,719048.32,126006.56,-80.83333302767346,25.10000000688544
620047,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Monroe,44,81 04.00,25 42.00,55S,33E,07,117,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.066667,25.7,693961.11,191957.61,-81.06666698877366,25.699999947047914
620048,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 31.00,25 05.00,61S,38E,Key,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.516667,25.083333,750997.18,125019.36,-80.51666704683508,25.083332949576214
620049,03/04/1999,1999-03-04T05:00:00.000Z,JS,Aerial,Monroe,44,80 34.77,25 03.03,62S,37E,Key,122,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.5795,25.0505,744768.45,121202.8,-80.57949995458024,25.050500006240235
620051,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Monroe,44,81 03.00,25 32.80,56S,33E,32,117,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.05,25.546667,696037.96,174991.64,-81.049999987419,25.54666697921399
620052,04/06/1999,1999-04-06T04:00:00.000Z,JD,Aerial,Monroe,44,80 53.00,25 31.00,57S,34E,12,117,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.883333,25.516667,712843.94,172076.17,-80.88333296322816,25.51666695406
620053,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,81 02.00,26 00.00,51S,33E,28,113,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.033333,26,696500.26,225315.37,-81.03333298746527,25.99999996096217
620101,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,81 27.00,25 55.00,52S,29E,30,116,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.45,25.916667,655054.56,215138.65,-81.45000003610402,25.9166669875037
620102,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,81 33.00,25 55.00,52S,28E,30,110,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.55,25.916667,645053.77,214935.87,-81.5499999638167,25.916666959219082
620103,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Collier,11,81 15.00,25 50.00,53S,31E,19,116,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.25,25.833333,675261.84,206324.07,-81.24999999688877,25.833333019317255
620104,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Monroe,44,81 02.00,25 47.00,54S,33E,09,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.033333,25.783333,697078.59,201280.61,-81.03333301684236,25.783332982241127
620105,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Monroe,44,81 13.00,25 47.00,54S,31E,09,116,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.216667,25.783333,678722.96,200852.58,-81.21666698231364,25.783332943522904
620106,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Monroe,44,80 57.00,25 44.00,54S,34E,29,117,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.95,25.733333,705558.98,195938.34,-80.95000000389444,25.7333329913163
620107,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Monroe,44,81 20.20,25 42.00,55S,30E,08,116,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.336667,25.7,666907.74,191343.6,-81.33666703708755,25.700000033160762
620108,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Dade,13,80 09.67,25 35.42,56S,42E,Key,119,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.161167,25.590333,785057.74,182288.54,-80.16116704109078,25.590332965584636
620109,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Dade,13,80 13.00,25 24.00,58S,41E,11,123,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.216667,25.4,780140.19,161013.15,-80.21666694810212,25.399999988458998
620111,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 27.60,25 59.60,51S,39E,20,118,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.46,25.993333,753808.16,226087.55,-80.46000001985463,25.993332949116173
620112,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Dade,13,80 28.04,25 55.00,52S,39E,17,118,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.467333,25.916667,753319.14,217562.67,-80.4673330166017,25.91666703082251
620113,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 48.60,25 59.00,51S,35E,35,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.81,25.983333,718864.06,224023.66,-80.81000004181352,25.98333297304631
620114,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 48.00,25 59.00,51S,35E,35,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.8,25.983333,719863.41,224049.56,-80.80000003675245,25.983332997570706
620115,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Dade,13,80 48.50,25 57.70,52S,35E,11,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.808333,25.961667,719092.88,221624.55,-80.80833295011149,25.961667010425224
620116,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 47.90,25 59.00,51S,35E,35,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.798333,25.983333,720030,224053.88,-80.79833304777806,25.983332944650634
620118,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 47.70,25 53.30,53S,35E,02,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.795,25.888333,720637.04,213524.42,-80.79500000205935,25.888333014943044
620119,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 49.20,25 53.70,52S,35E,34,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.82,25.895,718117.45,214199.2,-80.82000001657333,25.894999981036243
620120,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 49.70,25 49.80,53S,35E,28,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.828333,25.83,717469.51,206967.76,-80.82833300565056,25.829999989306042
620121,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 48.20,25 50.70,53S,35E,23,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.803333,25.845,719928.2,208696.18,-80.8033329922676,25.845000015862365
620122,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 44.70,25 50.20,53S,36E,21,118,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.745,25.836667,725789.33,207924.61,-80.74500000212811,25.836666998815065
620123,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 48.40,25 51.80,53S,35E,14,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.806667,25.863333,719541.93,210721.06,-80.80666700700776,25.86333302914632
620124,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 32.00,25 51.90,53S,38E,04,118,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.533333,25.865,746881.07,211644.54,-80.53333296673144,25.864999973876078
620126,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 34.10,25 53.60,52S,38E,30,118,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.568333,25.893333,743292.33,214689.22,-80.56833304490253,25.89333302379156
620127,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 50.50,25 47.90,54S,35E,04,117,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.841667,25.798333,716225.11,203421.03,-80.8416670291567,25.79833299747907
620129,04/07/1999,1999-04-07T04:00:00.000Z,JS,Aerial,Dade,13,80 42.90,25 46.00,54S,36E,15,118,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.715,25.766667,728998.17,200240.17,-80.71499998108571,25.76666695129685
